"responseid","interview_start","interview_end","internal_job","id","vend","vd","mode","state","zipcode","dmacode","dmaname","prizmne","age","ppinhh","weightbystate","marital_status","number_in_household","children_under_18_in_household","Level_of_Education","Level_of_Income","gender","Ethnicity","question_1","Question_2","Question_3","TRIP_ONE","TRIP_TWO","TRIP_THREE","TRIP_FOUR","TRIP_FIVE","TRIP_SIX","number_of_nights_trip_1","month_trip_1","main_reason_trip_1","question_6","Question_7","question_8","Question_9","Question_10","question_12_UNITED","question_13","question_14","question_15","question_16","Question_17","Question_18","Question_19_UNITED","Question_20","Question_21"
555,"11/20/2015 7:52:00","11/20/2015 7:58:18",1269101,"1296242535",1,1,1,"ND","58078",724,"Fargo-Valley City, ND","30",36,3,0.10452,"Married",9,1,"College Graduate","4) $75,000 but less than $100,000","Female","caucasian/white","Minnesota, and North Dakota, and South Dakota, and Wyoming","Minnesota, and North Dakota, and South Dakota, and Wyoming","Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely","October, 5, FRIENDS","","","","","",5,"October","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Used Internet, and Contacted Individual Chamber of Commerce to Request Information, and Used Online Travel Agency Such As Expedia or Orbitz, and Used Online Review Site Such As TripAdvisor or Yelp, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV, and Drove via RV",3,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 13+","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and Arts and Culture, and Events/Entertainment, and Wildlife Viewing, and Fishing","Family fun, and Events/Entertainment, and Wildlife Viewing, and 0","","","Very Good","0, and 1, and 1, and 1, and 1, and 1, and 0","Often, and Often, and Every Chance You Get, and Often, and Often, and Every Chance You Get, and Every Chance You Get, and Often"
853,"11/23/2015 13:22:54","11/23/2015 13:34:13",1269101,"EPOCZBQ35G2QL38484",2,2,1,"VA","22404",511,"Washington, DC (Hagerstown, MD)","35",50,6,11.03732,"Single/never married",7,4,"Post Graduate Degree","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and South Dakota","Iowa, and Minnesota, and Nebraska, and South Dakota","Very Likely, and Very Likely, and Not Likely, and Very Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","April, 4, FRIENDS","September, 4, FRIENDS","","","","",4,"April","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Talked to Friends and Family","Flew/airplane, and SUX",2,"Spouse/Significant Other","With Friends or Family","Family fun, and Culinary/Brewery/Wine","Family fun, and 0","Southeast SD","","Very Good","0, and 200, and 100, and 0, and 0, and 2000, and 0","Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago"
1114,"11/23/2015 17:48:31","11/23/2015 18:05:30",1269101,"EPO6SG3G83XXSDW458",2,2,1,"MI","49460",563,"Grand Rapids-Kalamazoo-Battle Creek, MI","33",71,2,4.31145,"Married",7,0,"College Graduate","5) $100,000 but less than $150,000","Male","caucasian/white","Iowa, and Minnesota, and Montana, and Nebraska, and North Dakota, and South Dakota, and Wisconsin, and Wyoming","Montana, and North Dakota, and South Dakota, and Wyoming","Not Likely, and Very Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Very Likely, and Not Likely","October, 4, FAMILY","","","","","",4,"October","FAMILY","South Dakota was one of several places I decided to visit on this trip","Illinois, and Mississippi, and Wyoming","6 Months Or More In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",6,"Spouse/Significant Other, and Friends/Acquaintances","RV park/Campground","Family fun, and National/State Parks, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Camping and RV, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and Wildlife Viewing, and Camping and RV, and 0","Black Hills","Rapid City, and Hill City, and Badlands, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug","Excellent","600, and 450, and 300, and 300, and 0, and 240, and 0","Every Chance You Get, and Every Chance You Get, and You've done it, but it was over a year ago, and Every Chance You Get, and Every Chance You Get, and Often, and Every Chance You Get, and Every Chance You Get"
13,"11/18/2015 17:16:39","11/18/2015 17:23:34",1269101,"EPOCVLKFFZMLR9R488",2,2,2,"WI","53151",617,"Milwaukee, WI","15",54,2,3.79408,"Married",8,0,"Post Graduate Degree","1) Less than $35,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and North Dakota, and South Dakota, and Wisconsin","Iowa, and Minnesota, and Nebraska, and North Dakota, and South Dakota, and Wisconsin","Very Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely","June, 4, FAMILY","November, 3, FAMILY","","","","",4,"June","FAMILY","South Dakota was one of several places I decided to visit on this trip","Illinois, and Michigan, and Montana, and West Virginia","At Least 3 Months In Advance","Used Internet, and Contacted Individual Chamber of Commerce to Request Information","Motorcycle",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Events/Entertainment, and Wildlife Viewing, and Motorcycling, and Culinary/Brewery/Wine, and Scenic Byways/Drives, and Native American Culture","Motorcycling, and 0","Black Hills","Badlands, and Mount Rushmore, and Wall Drug","Excellent","500, and 500, and 200, and 0, and 0, and 300, and 0","Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Every Chance You Get, and Often, and Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and You've done it, but it was over a year ago"
1521,"11/23/2015 20:29:28","11/23/2015 20:38:26",1269101,"EPOBKTV5SH4MD99474",2,2,1,"KY","40299",529,"Louisville, KY","19",56,2,3.15352,"Married",3,0,"College Graduate","5) $100,000 but less than $150,000","Male","caucasian/white","South Dakota, and Wyoming","South Dakota, and Wyoming","Somewhat Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely","May, 4, FAMILY","","","","","",4,"May","FAMILY","South Dakota was one of several places I decided to visit on this trip","Georgia, and South Carolina, and Utah, and Wyoming","At Least 3 Months In Advance","Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Flew/airplane, and united, and Bus or motor coach trip",35,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Casinos, and Wildlife Viewing, and Archeology/Paleontology, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and 0","Black Hills","Rapid City, and Hot Springs, and Deadwood, and Badlands, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug, and Spearfish Canyon","Very Good","500, and 100, and 150, and 0, and 0, and 450, and 200","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Every Chance You Get, and Every Chance You Get, and You have NOT done it, but would like to try sometime"
651,"11/23/2015 13:19:56","11/23/2015 13:38:06",1269101,"EPOCZBLYDYWDK4F482",2,2,2,"TX","76063",623,"Dallas-Ft. Worth, TX","18",61,2,2.84556,"Married",4,0,"Some College/Technical School","5) $100,000 but less than $150,000","Male","caucasian/white","Montana, and Nebraska, and South Dakota, and Wisconsin, and Wyoming","Montana, and South Dakota","Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely","June, 4, FAMILY","","","","","",4,"June","FAMILY","South Dakota was one of several places I decided to visit on this trip","Georgia, and Indiana, and Mississippi, and Montana, and Utah, and Wyoming","At Least 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Arts and Culture, and Outdoor Recreation, and Scenic Byways/Drives","History/Old West, and National/State Parks, and Scenic Byways/Drives, and 0","Black Hills","Rapid City, and Deadwood, and Badlands, and Custer, and Mount Rushmore, and Wall Drug, and Sturgis Rally, and Other, and The needles","Excellent","350, and 100, and 80, and 150, and 0, and 180, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Every Chance You Get, and Often, and Often, and Often"
1291,"11/23/2015 19:09:21","11/23/2015 19:21:01",1269101,"EPO7VFWPVHTQ23Q460",2,2,2,"NV","89122",839,"Las Vegas, NV","22",66,1,2.29944,"Divorced/separated",6,NA,"College Graduate","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Montana, and South Dakota","Iowa, and Montana, and South Dakota","Very Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely","August, 4, FAMILY","","","","","",4,"August","FAMILY","I was ultimately headed somewhere else but included a visit to South Dakota","Georgia, and Michigan, and Mississippi, and Wyoming","At Least 1 Month In Advance","Talked to Friends and Family, and Used Internet","Drove via RV",1,"","RV park/Campground, and With Friends or Family","National/State Parks, and Wildlife Viewing, and Outdoor Recreation, and Camping and RV, and Culinary/Brewery/Wine, and Native American Culture","National/State Parks, and Outdoor Recreation, and Camping and RV, and 0","Black Hills","Hill City, and Wind Cave, and Mount Rushmore, and Crazy Horse, and Wall Drug","Excellent","300, and 100, and 75, and 50, and 0, and 100, and 0","Every Chance You Get, and You've done it, but it was over a year ago, and Every Chance You Get, and You've done it, but it was over a year ago, and Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get, and You've done it, but it was over a year ago"
4500,"12/2/2015 12:13:33","12/2/2015 12:23:40",1269101,"1261763527",1,1,1,"TN","37760",557,"Knoxville, TN","48",68,2,2.0695,"Married",3,0,"College Graduate","2) $35,000 but less than $50,000","Male","caucasian/white","Iowa, and South Dakota","South Dakota","Not Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely","July, 4, FAMILY","","","","","",4,"July","FAMILY","South Dakota was one of several places I decided to visit on this trip","Iowa, and Idaho, and Illinois, and Indiana, and Montana, and Wyoming","At Least 1 Month In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Outdoor Recreation, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and Scenic Byways/Drives, and Native American Culture, and 0","Black Hills","Rapid City, and Deadwood, and Badlands, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug, and Sturgis Rally","Excellent","300, and 200, and 50, and 100, and 0, and 50, and 0","You have never done it and probably never will, and You have never done it and probably never will, and Often, and You have never done it and probably never will, and You have never done it and probably never will, and Every Chance You Get, and Every Chance You Get, and You have never done it and probably never will"
1191,"11/23/2015 18:23:49","11/23/2015 18:33:50",1269101,"EPO8V8TGNGMJJPV461",2,2,1,"FL","33615",539,"Tampa-St.Petersburg (Sarasota), FL","35",68,2,1.55212,"Married",3,0,"College Graduate","5) $100,000 but less than $150,000","Female","caucasian/white","South Dakota, and Wyoming","South Dakota, and Wyoming","Not Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely","June, 4, FAMILY","","","","","",4,"June","FAMILY","South Dakota was one of several places I decided to visit on this trip","South Carolina, and Utah, and Wyoming","At Least 3 Months In Advance","Talked to Friends and Family, and Used Internet","Flew/airplane, and TIA, and Other, and rental car",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives, and 0","","","Excellent","500, and 200, and 100, and 50, and 0, and 800, and 0","Every Chance You Get, and You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Every Chance You Get, and You have never done it and probably never will"
1884,"11/24/2015 0:00:12","11/24/2015 0:07:54",1269101,"EPOBBHZMW6KFLKB475",2,2,1,"PA","19475",504,"Philadelphia, PA","19",38,3,0.86229,"Single/never married",2,0,"Some High School or Less","3) $50,000 but less than $75,000","Male","caucasian/white","Montana, and Nebraska, and South Dakota, and Wyoming","Montana, and Nebraska, and South Dakota, and Wyoming","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","July, 4, FAMILY","","","","","",4,"July","FAMILY","South Dakota was one of several places I decided to visit on this trip","Georgia, and Iowa, and Idaho, and Illinois, and Indiana, and Michigan, and Mississippi, and Montana, and New York, and South Carolina, and Wyoming","6 Months Or More In Advance","Used Internet","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks","National/State Parks, and 0","Black Hills","Badlands, and Wind Cave, and Mount Rushmore, and Wall Drug","Excellent","350, and 40, and 30, and 0, and 0, and 0, and 0","You have never done it and probably never will, and You have never done it and probably never will, and Every Chance You Get, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and Every Chance You Get, and You have never done it and probably never will"
